AssignmentStatus,WorkTimeInSeconds,Input.title,Input.support_statement,Input.claim,Answer.worker_warrant
Approved,1305,Whaling,whaling is inhumane and should be banned.,We should ban whaling,..this exercise should stop to save the whales
Approved,230,Whaling,whaling is inhumane and should be banned.,We should ban whaling,we should display compassion and humanity to all living things
Approved,416,Whaling,whaling is inhumane and should be banned.,We should ban whaling,there are humane ways of obtaining whale meat
Approved,802,Whaling,whaling is inhumane and should be banned.,We should ban whaling,all inhumane activities should be banned
Rejected,27,Whaling,whaling is inhumane and should be banned.,We should ban whaling,whaler's have already hunted so many whales.
Approved,149,Whaling,whaling is inhumane and should be banned.,We should ban whaling,people have a duty to protect animals from suffering
Approved,1063,Whaling,whaling is inhumane and should be banned. there is no reason to kill whales when there are other resources that could be used in place of the whales. they are important sea animals that need to be protected.,We should ban whaling,we need to live a more sustainable life
Approved,2483,Whaling,whaling is inhumane and should be banned. there is no reason to kill whales when there are other resources that could be used in place of the whales. they are important sea animals that need to be protected.,We should ban whaling,we need to understand the ecosystem and let the whales be
Approved,767,Whaling,whaling is inhumane and should be banned. there is no reason to kill whales when there are other resources that could be used in place of the whales. they are important sea animals that need to be protected.,We should ban whaling,the presence of these other resources remove the necessity for whaling
Approved,42,Whaling,whaling is inhumane and should be banned. there is no reason to kill whales when there are other resources that could be used in place of the whales. they are important sea animals that need to be protected.,We should ban whaling,whale's are so vital to the ocean's of the world and give so much back to humans
Approved,4413,Whaling,whaling is inhumane and should be banned. there is no reason to kill whales when there are other resources that could be used in place of the whales. they are important sea animals that need to be protected.,We should ban whaling,"whales are big and gentle animals and have feelings, so whaling is a brutal murder."
Approved,57,Whaling,whaling is inhumane and should be banned. there is no reason to kill whales when there are other resources that could be used in place of the whales. they are important sea animals that need to be protected.,We should ban whaling,we already waste tons of food everyday
Approved,35,Whaling,whaling is inhumane and should be banned. there is no reason to kill whales when there are other resources that could be used in place of the whales. they are important sea animals that need to be protected.,We should ban whaling,whales are more important to the oceans than to humans
Approved,223,Whaling,whaling is inhumane and should be banned. there is no reason to kill whales when there are other resources that could be used in place of the whales. they are important sea animals that need to be protected.,We should ban whaling,whales are very superior animals
Approved,43,Whaling,whaling is inhumane and should be banned. there is no reason to kill whales when there are other resources that could be used in place of the whales. they are important sea animals that need to be protected.,We should ban whaling,"whales are unable to protect themselves without our help,"
Approved,567,Whaling,whaling is inhumane and should be banned. there is no reason to kill whales when there are other resources that could be used in place of the whales. they are important sea animals that need to be protected.,We should ban whaling,without whales the ocean ecosystem will suffer
Approved,286,Whaling,whaling is inhumane and unnecessary and killing the whale population.,We should ban whaling,there are more humane ways to obtain whale meat
Approved,3084,Whaling,whaling is inhumane and unnecessary and killing the whale population.,We should ban whaling,we need the whales to control see life and balance it
Approved,25,Whaling,whaling is inhumane and unnecessary and killing the whale population.,We should ban whaling,the endanger of a species is unnecessary in the modern world
Approved,662,Whaling,whaling is inhumane and unnecessary and killing the whale population.,We should ban whaling,we should be decent to other creatures as well as each other
Approved,1413,Whaling,whaling is inhumane and unnecessary and killing the whale population.,We should ban whaling,the whale population is a vital part of the ocean and the planet.
Approved,757,Whaling,whaling is inhumane and unnecessary and killing the whale population.,We should ban whaling,something so inhumane and unnecessary should not be legal
Approved,104,Whaling,whaling is inhumane and unnecessary and killing the whale population.,We should ban whaling,"there is no need for whaling, this animals are going extinct for nothing."
Approved,41,Whaling,whaling is inhumane and unnecessary and killing the whale population.,We should ban whaling,whaling is done out of greed instead of need
Approved,5271,Whaling,whaling is inhumane and unnecessary and killing the whale population.,We should ban whaling,"whaling is brutal and non essential, so we should not lead the species extinction"
Approved,187,Whaling,whaling is inhumane and unnecessary and killing the whale population.,We should ban whaling,we need to stop these inhuman actions
Approved,30,Whaling,Whaling is inhumane and unnecessary since there are other things that can now be used to replace the things we get from whales.,We should ban whaling,"there is no longer a need to kill whales for resources,"
Approved,2114,Whaling,Whaling is inhumane and unnecessary since there are other things that can now be used to replace the things we get from whales.,We should ban whaling,killing whales are making whales go extinct.
Approved,458,Whaling,Whaling is inhumane and unnecessary since there are other things that can now be used to replace the things we get from whales.,We should ban whaling,for instance we can get oil from plants
Approved,1508,Whaling,Whaling is inhumane and unnecessary since there are other things that can now be used to replace the things we get from whales.,We should ban whaling,whaler's have already hunted so many whales.
Approved,120,Whaling,Whaling is inhumane and unnecessary since there are other things that can now be used to replace the things we get from whales.,We should ban whaling,fish meat can be substituted with plant protein
Approved,24,Whaling,Whaling is inhumane and unnecessary since there are other things that can now be used to replace the things we get from whales.,We should ban whaling,"humans do not need to kill whales to survive,"
Approved,818,Whaling,Whaling is inhumane and unnecessary since there are other things that can now be used to replace the things we get from whales.,We should ban whaling,whaling is abhorrent and pointless because there are other things that can now be done to replace the whale products
Submitted,5971,Whaling,Whaling is inhumane and unnecessary since there are other things that can now be used to replace the things we get from whales.,We should ban whaling,"harmful, cruel and unnecessary activities are often banned by laws for the greater good"
Approved,64,Whaling,Whaling is inhumane and unnecessary since there are other things that can now be used to replace the things we get from whales.,We should ban whaling,we can find those things more sustainably
Rejected,214,Whaling,Whaling is inhumane and unnecessary since there are other things that can now be used to replace the things we get from whales.,We should ban whaling,{}
Approved,724,Whaling,Whaling is inhumane and unnecessary since there are other things that can now be used to replace the things we get from whales.,We should ban whaling,the substitute products of whaling make whaling unnecessary
Approved,71,Whaling,"Whaling is inhumane. If a whale cannot be killed in a humane way, it should not be killed.",We should ban whaling,"human beings should never engage in animal cruelty,"
Approved,345,Whaling,"Whaling is inhumane. If a whale cannot be killed in a humane way, it should not be killed.",We should ban whaling,there are humane ways of hunting whales
Submitted,825,Whaling,"Whaling is inhumane. If a whale cannot be killed in a humane way, it should not be killed.",We should ban whaling,whales are sentient beings and certainly can feel pain just like us humans
Approved,2072,Whaling,"Whaling is inhumane. If a whale cannot be killed in a humane way, it should not be killed.",We should ban whaling,we cannot kill what we did not create
Approved,1316,Whaling,"Whaling is inhumane. If a whale cannot be killed in a humane way, it should not be killed.",We should ban whaling,"there is no way to kill a whale in a human way, killing this animals is irresponsable."
Approved,721,Whaling,"Whaling is inhumane. If a whale cannot be killed in a humane way, it should not be killed.",We should ban whaling,there is no way to kill a whale in a humane way
Approved,645,Whaling,"Whaling is inhumane. If a whale cannot be killed in a humane way, it should not be killed.",We should ban whaling,and since we can not guarantee the  animal rights will be protected
Approved,55,Whaling,"Whaling is inhumane. If a whale cannot be killed in a humane way, it should not be killed.",We should ban whaling,we don't have to kill whales for sustenance
Approved,3357,Whaling,"Whaling is inhumane. If a whale cannot be killed in a humane way, it should not be killed.",We should ban whaling,there is no humane way to kill we should not kill
Approved,23,Whaling,"Whaling is inhumane. If a whale cannot be killed in a humane way, it should not be killed.",We should ban whaling,whaling causes whales to suffer
Rejected,16,Whaling,"Whaling is inhumane. If a whale cannot be killed in a humane way, it should not be killed.",We should ban whaling,whaler's have already hunted so many whales.
Approved,184,Whaling,whaling is just barbaric and is literally driving them to extinction.  we must stop this now.,We should ban whaling,it is harming our wildlife.
Approved,1004,Whaling,whaling is just barbaric and is literally driving them to extinction.  we must stop this now.,We should ban whaling,if we don't stop it now we are going to regret
Approved,154,Whaling,whaling is just barbaric and is literally driving them to extinction.  we must stop this now.,We should ban whaling,the activity has made whales endangered
Approved,39,Whaling,whaling is just barbaric and is literally driving them to extinction.  we must stop this now.,We should ban whaling,whales are able to form bonds and feel pain.
Approved,757,Whaling,whaling is just barbaric and is literally driving them to extinction.  we must stop this now.,We should ban whaling,once whales are extinct they will be gone forever
Approved,5802,Whaling,whaling is just barbaric and is literally driving them to extinction.  we must stop this now.,We should ban whaling,i do not even like the idea to kill.
Approved,555,Whaling,whaling is just barbaric and is literally driving them to extinction.  we must stop this now.,We should ban whaling,the extinction of whales is what society would reject
Approved,580,Whaling,whaling is just barbaric and is literally driving them to extinction.  we must stop this now.,We should ban whaling,Especially whale products aren't vital: people can turn to more sustainable resources
Approved,64,Whaling,whaling is just barbaric and is literally driving them to extinction.  we must stop this now.,We should ban whaling,a good action to prevent undesirable hunting is banning it by restrictive laws
Approved,3206,Whaling,whaling is just barbaric and is literally driving them to extinction.  we must stop this now.,We should ban whaling,we can put policies in place to do this
Approved,44,Whaling,whaling is killing off an entire species,We should ban whaling,it is not giving anything in return to humanity
Approved,1338,Whaling,whaling is killing off an entire species,We should ban whaling,whales should not be killed for a profit.
Approved,46,Whaling,whaling is killing off an entire species,We should ban whaling,we cannot get whales back once they have all been killed
Approved,56,Whaling,whaling is killing off an entire species,We should ban whaling,causing the extinction of whole animal species because of uncontrolled human hunting is unacceptable
Approved,75,Whaling,whaling is killing off an entire species,We should ban whaling,whales are important animals to our world
Approved,27,Whaling,whaling is killing off an entire species,We should ban whaling,"killing off an entire species ensures the destruction of the ecosystem,"
Approved,587,Whaling,whaling is killing off an entire species,We should ban whaling,once you kill off an entire species it won't come back
Approved,52,Whaling,whaling is killing off an entire species,We should ban whaling,this is a senseless act of terrorism
Approved,263,Whaling,whaling is killing off an entire species,We should ban whaling,whaling removes important species from the ecosystem
Approved,5450,Whaling,whaling is killing off an entire species,We should ban whaling,and if we loose them all it will be tragic
Approved,2710,Whaling,whaling is messing with the balance of nature and should be banned.,We should ban whaling,"other animals need the whales and there is a balance,we can not destroy this."
Rejected,16,Whaling,whaling is messing with the balance of nature and should be banned.,We should ban whaling,the whale population is a vital part of the ocean and the planet.
Approved,63,Whaling,whaling is messing with the balance of nature and should be banned.,We should ban whaling,the planet is answering back in the form of natural disaster because of the ecological unbalance
Approved,446,Whaling,whaling is messing with the balance of nature and should be banned.,We should ban whaling,the balance of nature should be preserved
Approved,1040,Whaling,whaling is messing with the balance of nature and should be banned.,We should ban whaling,messing with nature affects both animal and human life
Submitted,1764,Whaling,whaling is messing with the balance of nature and should be banned.,We should ban whaling,whales are on top of the marine food chain and killing it will disrupt the balance of ecosystem
Approved,771,Whaling,whaling is messing with the balance of nature and should be banned.,We should ban whaling,there is no way to restore the balance of nature once it is upset
Approved,185,Whaling,whaling is messing with the balance of nature and should be banned.,We should ban whaling,whaling destroys maritime ecosystems
Approved,24,Whaling,whaling is messing with the balance of nature and should be banned.,We should ban whaling,"nature will collapse if whales go extinct,"
Approved,47,Whaling,whaling is messing with the balance of nature and should be banned.,We should ban whaling,messing with this balance will mess up with other lives
Approved,1153,Whaling,whaling is messing with the balance of nature and should be banned.,We should ban whaling,we need to understand the ecosystem and let the whales be
Approved,100,Whaling,whaling is no longer necessary and we need to close the door on this barbaric practice.,We should ban whaling,we have plenty of food for people
Approved,536,Whaling,whaling is no longer necessary and we need to close the door on this barbaric practice.,We should ban whaling,it is incredibly cruel to kill such a beautiful peaceful creature
Approved,322,Whaling,whaling is no longer necessary and we need to close the door on this barbaric practice.,We should ban whaling,today's society doesn't need whaling
Approved,28,Whaling,whaling is no longer necessary and we need to close the door on this barbaric practice.,We should ban whaling,"the human race no longer has anything to gain from it,"
Approved,735,Whaling,whaling is no longer necessary and we need to close the door on this barbaric practice.,We should ban whaling,all barbaric practices should be banned
Approved,1380,Whaling,whaling is no longer necessary and we need to close the door on this barbaric practice.,We should ban whaling,we have more productive activities to engage in
Approved,62,Whaling,whaling is no longer necessary and we need to close the door on this barbaric practice.,We should ban whaling,we are looking to advance this agenda
Approved,15,Whaling,whaling is no longer necessary and we need to close the door on this barbaric practice.,We should ban whaling,whales make up a large part of the ocean's ecosystem.
Approved,1651,Whaling,whaling is no longer necessary and we need to close the door on this barbaric practice.,We should ban whaling,we all know how much pain it causes it
Approved,4818,Whaling,whaling is no longer necessary and we need to close the door on this barbaric practice.,We should ban whaling,practicing traditional whaling should be banned as the whales come to extinction
Approved,572,Whaling,"whaling is not just cruel, but an indefensible assault on endangered species.",We should ban whaling,"whaling is a cruel, barbaric practice"
Approved,4704,Whaling,"whaling is not just cruel, but an indefensible assault on endangered species.",We should ban whaling,killing endangered species is not just cruel but an unjustifiable act
Approved,5953,Whaling,"whaling is not just cruel, but an indefensible assault on endangered species.",We should ban whaling,these drawbacks outweight any benefits to whaling
Approved,2407,Whaling,"whaling is not just cruel, but an indefensible assault on endangered species.",We should ban whaling,we are responsible for all animals and fish
Approved,104,Whaling,"whaling is not just cruel, but an indefensible assault on endangered species.",We should ban whaling,each of us is unanswerable to god
Approved,26,Whaling,"whaling is not just cruel, but an indefensible assault on endangered species.",We should ban whaling,humans have a responsibility to protect endangered species
Approved,241,Whaling,"whaling is not just cruel, but an indefensible assault on endangered species.",We should ban whaling,the suffering of this animals dont have a justification.
Approved,36,Whaling,"whaling is not just cruel, but an indefensible assault on endangered species.",We should ban whaling,"animals should only be assaulted when the act is defensible,"
Approved,475,Whaling,"whaling is not just cruel, but an indefensible assault on endangered species.",We should ban whaling,"whales have no way to defend themselves against the harpoon ship, it's pathetic to hunt them."
Approved,19,Whaling,"whaling is not just cruel, but an indefensible assault on endangered species.",We should ban whaling,whales make up a large part of the ocean's ecosystem.
Approved,105,Whaling,whaling is putting yet another animal at risk of extinction,We should ban whaling,the human activity of whaling risks exterminating yet another species.
Approved,19,Whaling,whaling is putting yet another animal at risk of extinction,We should ban whaling,"thousands of other species have already gone extinct by hands of humans,"
Approved,2882,Whaling,whaling is putting yet another animal at risk of extinction,We should ban whaling,we will be punished by nature for doing this
Approved,418,Whaling,whaling is putting yet another animal at risk of extinction,We should ban whaling,we can not stand by and let this happen
Approved,689,Whaling,whaling is putting yet another animal at risk of extinction,We should ban whaling,putting another animal at risk of extinction outweighs any benefits
Approved,429,Whaling,whaling is putting yet another animal at risk of extinction,We should ban whaling,"use of lethal methods are brutal , traditions should be questioned"
Rejected,24,Whaling,whaling is putting yet another animal at risk of extinction,We should ban whaling,"the ocean is the largest part of the planet, and whale's are such a important part of the sea."
Approved,240,Whaling,whaling is putting yet another animal at risk of extinction,We should ban whaling,extinction harms the environment
Approved,5087,Whaling,whaling is putting yet another animal at risk of extinction,We should ban whaling,all animals play an important role in universe beautification.
Approved,525,Whaling,whaling is putting yet another animal at risk of extinction,We should ban whaling,...whales also have the right to live
Submitted,1506,Whaling,whaling is putting yet another animal at risk of extinction,We should ban whaling,"animals becoming extinct is harmful to the whole planet, including humans"
Approved,1218,Whaling,whaling is really bad for the environment and is cruel,We should ban whaling,we have to do everything to protect our environment
Approved,775,Whaling,whaling is really bad for the environment and is cruel,We should ban whaling,something so bad for the environment and cruel does not need to be legal
Approved,23,Whaling,whaling is really bad for the environment and is cruel,We should ban whaling,whales have not harmed us or the environment in any way
Approved,1409,Whaling,whaling is really bad for the environment and is cruel,We should ban whaling,it's so bad for the environment and unnecessarily cruel we should ban it
Approved,38,Whaling,whaling is really bad for the environment and is cruel,We should ban whaling,human beings are reasonable and kind
Approved,276,Whaling,whaling is really bad for the environment and is cruel,We should ban whaling,whaling is disliked by a majority of people today for its cruelty
Approved,4312,Whaling,whaling is really bad for the environment and is cruel,We should ban whaling,whales' sizes are large and contribute to the ecosystem under water
Approved,26,Whaling,whaling is really bad for the environment and is cruel,We should ban whaling,"whaling is a direct contributor to global warming,"
Approved,1307,Whaling,whaling is really bad for the environment and is cruel,We should ban whaling,the whale population is a big part  of the ocean and the planet.
Approved,23,Whaling,whaling is really bad for the environment and is cruel,We should ban whaling,animal rights should be respected as much as human rights
Approved,673,Whaling,whaling is the killing of innocent whales and will cause them to go extinct,We should ban whaling,whales are mammals already on the verge of extinction
Approved,37,Whaling,whaling is the killing of innocent whales and will cause them to go extinct,We should ban whaling,whales cannot defend themselves from nets
Approved,405,Whaling,whaling is the killing of innocent whales and will cause them to go extinct,We should ban whaling,whales are needed in an ocean ecosystem
Approved,120,Whaling,whaling is the killing of innocent whales and will cause them to go extinct,We should ban whaling,"whales deserve to be able to live in the ocean and be left alone, without threat of death by whalers."
Approved,3012,Whaling,whaling is the killing of innocent whales and will cause them to go extinct,We should ban whaling,we need them in future for food we will be at loss.
Approved,4801,Whaling,whaling is the killing of innocent whales and will cause them to go extinct,We should ban whaling,whaling should be banned as the whales come to extinction
Approved,47,Whaling,whaling is the killing of innocent whales and will cause them to go extinct,We should ban whaling,extinction of animal species have long term negative effects in our enviroment
Approved,806,Whaling,whaling is the killing of innocent whales and will cause them to go extinct,We should ban whaling,if whales go extinct they won't come back
Approved,567,Whaling,whaling is the killing of innocent whales and will cause them to go extinct,We should ban whaling,"we do not need to do this in the first place,get whales extinct just because they want to keep hunting them makes no sense."
Approved,81,Whaling,whaling is the killing of innocent whales and will cause them to go extinct,We should ban whaling,human beings can act and reason better
Submitted,5876,Whaling,whaling is unnecessary for human survival and endangers whales as a species.,We should ban whaling,"a rational way to arranging society is banning what is irrational, unnecessary and harmful"
Approved,69,Whaling,whaling is unnecessary for human survival and endangers whales as a species.,We should ban whaling,we are reasonable beings
Approved,806,Whaling,whaling is unnecessary for human survival and endangers whales as a species.,We should ban whaling,something unnecessary for human survival doesn't have to be legal
Approved,396,Whaling,whaling is unnecessary for human survival and endangers whales as a species.,We should ban whaling,whales are becoming extinct from whaling
Approved,507,Whaling,whaling is unnecessary for human survival and endangers whales as a species.,We should ban whaling,we do not need to kill whales to survive
Approved,582,Whaling,whaling is unnecessary for human survival and endangers whales as a species.,We should ban whaling,whaling for any reason at all is a selfish and an unacceptable act.
Approved,77,Whaling,whaling is unnecessary for human survival and endangers whales as a species.,We should ban whaling,"whaling promotes animal extinction, compromising our future"
Approved,34,Whaling,whaling is unnecessary for human survival and endangers whales as a species.,We should ban whaling,whale products are superfluous and changable with alternatives
Approved,487,Whaling,whaling is unnecessary for human survival and endangers whales as a species.,We should ban whaling,"there is other ways to get oil and food, why we keep doing this?they will go extinct because of this,"
Approved,408,Whaling,whaling is unnecessary for human survival and endangers whales as a species.,We should ban whaling,we can not control the reproductions of whales we might loose all of them
Rejected,634,Whaling,whaling is unnecessary for human survival and endangers whales as a species.,We should ban whaling,{}
Approved,2473,Whaling,whaling is unnecessary for the betterment or survival of the human race and is only a hark back to past eras,We should ban whaling,it is not fashionable anymore to kill whales
Approved,376,Whaling,whaling is unnecessary for the betterment or survival of the human race and is only a hark back to past eras,We should ban whaling,there is no ethical reason to slaughter of whales
Approved,532,Whaling,whaling is unnecessary for the betterment or survival of the human race and is only a hark back to past eras,We should ban whaling,the drawbacks of whaling outweigh the nostalgia
Approved,1079,Whaling,whaling is unnecessary for the betterment or survival of the human race and is only a hark back to past eras,We should ban whaling,we are moving forward with more productive activities
Approved,15,Whaling,whaling is unnecessary for the betterment or survival of the human race and is only a hark back to past eras,We should ban whaling,whaler's have already hunted so many whales.
Approved,2468,Whaling,whaling is unnecessary for the betterment or survival of the human race and is only a hark back to past eras,We should ban whaling,we have more productive activities to engage in
Approved,33,Whaling,whaling is unnecessary for the betterment or survival of the human race and is only a hark back to past eras,We should ban whaling,"we need to focus on our future and not our past,"
Approved,784,Whaling,whaling is unnecessary for the betterment or survival of the human race and is only a hark back to past eras,We should ban whaling,"from today, each individual must do his part to save the earth"
Approved,227,Whaling,whaling is unnecessary for the betterment or survival of the human race and is only a hark back to past eras,We should ban whaling,whaling is a barbaric practice from the past
Approved,28,Whaling,whaling is unnecessary for the betterment or survival of the human race and is only a hark back to past eras,We should ban whaling,it is been proven to be unnecessary besides messing up with our ecosystem
Approved,564,Whaling,Whaling is unsustainable with many types of whale species near extinction today.,We should ban whaling,man needs to preserve these species for future generations
Approved,42,Whaling,Whaling is unsustainable with many types of whale species near extinction today.,We should ban whaling,whaling makes these whale species extinct
Approved,4148,Whaling,Whaling is unsustainable with many types of whale species near extinction today.,We should ban whaling,"more than 1,400 whales are slaughtered for profit each year, which makes the whales become extinct"
Approved,604,Whaling,Whaling is unsustainable with many types of whale species near extinction today.,We should ban whaling,it is a must that we save the world and the many sea species
Approved,410,Whaling,Whaling is unsustainable with many types of whale species near extinction today.,We should ban whaling,whales are such beautiful creatures and we want to save them for the future
Approved,39,Whaling,Whaling is unsustainable with many types of whale species near extinction today.,We should ban whaling,"there is no other way to protect whales from extinction except to ban whaling,"
Approved,59,Whaling,Whaling is unsustainable with many types of whale species near extinction today.,We should ban whaling,our future generation can not enjoy this if we continue to whale
Approved,35,Whaling,Whaling is unsustainable with many types of whale species near extinction today.,We should ban whaling,whales deserve to be treasured and protected.
Approved,2689,Whaling,Whaling is unsustainable with many types of whale species near extinction today.,We should ban whaling,something unsustainable should not be kept legal
Approved,29,Whaling,Whaling is unsustainable with many types of whale species near extinction today.,We should ban whaling,and there are other sources of food
Rejected,15,Whaling,whaling is wiping out a magnificent animal that should be cherished and protected,We should ban whaling,the whale population is a vital part of the ocean and the planet.
Approved,709,Whaling,whaling is wiping out a magnificent animal that should be cherished and protected,We should ban whaling,Whaling wiped out a majestic species which should be preserved and loved
Approved,54,Whaling,whaling is wiping out a magnificent animal that should be cherished and protected,We should ban whaling,we cannot get back a species that has been hunted into extinction.
Approved,76,Whaling,whaling is wiping out a magnificent animal that should be cherished and protected,We should ban whaling,animals have rights too and we should respect that
Approved,450,Whaling,whaling is wiping out a magnificent animal that should be cherished and protected,We should ban whaling,man should be a protector and not a destroyer
Approved,562,Whaling,whaling is wiping out a magnificent animal that should be cherished and protected,We should ban whaling,people love going whale watching
Approved,1821,Whaling,whaling is wiping out a magnificent animal that should be cherished and protected,We should ban whaling,..this exercise should stop to save the whales
Submitted,82,Whaling,whaling is wiping out a magnificent animal that should be cherished and protected,We should ban whaling,whaling destroys the whale population and create imbalance in the marine ecosystem
Approved,28,Whaling,whaling is wiping out a magnificent animal that should be cherished and protected,We should ban whaling,we have a lot to learn about whales
Approved,138,Whaling,whaling is wiping out a magnificent animal that should be cherished and protected,We should ban whaling,we need to protect those animals for future generations
Approved,517,Whaling,whaling is wiping out a magnificent animal that should be cherished and protected,We should ban whaling,these magnificent animals deserve to live
Approved,31,Whaling,whaling is wiping out species for little in return.,We should ban whaling,If we need seafood there are plenty of species that we can eat that are not endangered
Approved,1934,Whaling,whaling is wiping out species for little in return.,We should ban whaling,wiping out species is not worth the return
Approved,1755,Whaling,whaling is wiping out species for little in return.,We should ban whaling,"the profit from whaling is nothing,people just want to kill whales and this will wipeout species of whales."
Approved,348,Whaling,whaling is wiping out species for little in return.,We should ban whaling,there are better ways to sustain humanity than whaling
Approved,566,Whaling,whaling is wiping out species for little in return.,We should ban whaling,...whales also have the right to live
Approved,3253,Whaling,whaling is wiping out species for little in return.,We should ban whaling,we need a lot of whales to make life better.
Approved,2210,Whaling,whaling is wiping out species for little in return.,We should ban whaling,because whale products aren't vital: people can turn to more sustainable resources
Approved,82,Whaling,whaling is wiping out species for little in return.,We should ban whaling,it does not make much economic sense
Approved,447,Whaling,whaling is wiping out species for little in return.,We should ban whaling,there is a net loss in resources from whaling
Approved,45,Whaling,whaling is wiping out species for little in return.,We should ban whaling,whaler's continue to kill for profit.
Approved,562,Whaling,Whaling is wrong and the whale population is already dwindling.,We should ban whaling,the whale population is close to extinction
Approved,2926,Whaling,Whaling is wrong and the whale population is already dwindling.,We should ban whaling,we have already done too much damage
Approved,42,Whaling,Whaling is wrong and the whale population is already dwindling.,We should ban whaling,we cannot increase the whale population if whaling continues
Approved,5477,Whaling,Whaling is wrong and the whale population is already dwindling.,We should ban whaling,whale population is on the decline
Approved,983,Whaling,Whaling is wrong and the whale population is already dwindling.,We should ban whaling,humans need to step up and help the whales to increase their population
Approved,1279,Whaling,Whaling is wrong and the whale population is already dwindling.,We should ban whaling,we have to preserve the remaining species
Approved,3111,Whaling,Whaling is wrong and the whale population is already dwindling.,We should ban whaling,there is no need for something wrong to be legal
